"NumberObject";"LESHOS";"LESNICH";"KZAS";"KV";"ADMR";"AKT";"FIRMA";"EX";"VYDEL";"PL";"KZM_M1";"OZU";"POR_M3";"BON";"TL";"TUM";"GRV";"ZAPV";"XOZS";"VOZRR";"KLVOZR";"XMER1";"XMER1P";"SUX";"XMER2";"POR_M2";"GOD_R";"PNI_W";"PNI_C";"DM";"NE2A";"PTK2";"PTK1";"TIP_M3";"ZAXLO";"ZAXLL";"OPT";"PTG";"MAPINFO_ID";"XMER3";"EKS";"KRUT";"LFLAG"
132;21;1;"131802";5;"522";"14";"1";"21";30;3,00;1108;403;100200;"1";"ÎÐ";"Ñ2";2;"4";"3";"29";"2";0;0;;0;;;;;;;;;;;;;23;78392;0;;;1
133;21;1;"131802";5;"522";"14";"1";"21";31;16,00;1101;403;302600;"1À";"ÊÈÑ";"Ä2";3;"24";"14";"35";"3";0;0;;0;"100200";;;;;;;;;;;;23;78393;0;;;1
134;21;1;"131802";5;"522";"14";"1";"21";32;1,00;1510;403;304110;"1";"ÊÐ";"Ä4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;31;78394;0;;;1
135;21;1;"131802";5;"522";"14";"1";"21";33;4,00;1101;253;804330;"2";"ÒÀÂ";"Ñ4";4;"1";"24";"77";"3";0;0;;0;;;;;;;;;;;;;31;78395;0;;;1
136;21;1;"131802";5;"522";"14";"1";"21";34;6,00;1510;403;302600;"3";"ÎÑ";"Â5";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;31;78396;0;;;1
137;21;1;"131802";5;"522";"14";"1";"21";35;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78397;0;;;1
138;21;1;"131802";5;"522";"14";"1";"21";36;1,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78398;0;;;1
139;21;1;"131802";5;"522";"14";"1";"21";37;5,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";1;"2";"3";"29";"1";1425;15;;0;;;;;;;;;;;;;22;78399;0;;;1
140;21;1;"131802";6;"522";"14";"1";"21";1;7,00;1201;0;100100;"1";"ÎÐ";"Â2";0;;"1";"29";;1411;40;;0;;;;;;;;;;;;;9;78400;0;;;1
141;21;1;"131802";6;"522";"14";"1";"21";2;26,00;1201;403;100200;"2";"ÎÐ";"Ñ2";0;;"3";"29";;0;0;;0;;;;;;;;;;;;;9;78401;0;;;1
142;21;1;"131802";6;"522";"14";"1";"21";3;11,00;1201;403;100100;"1";"ÎÐ";"Â2";0;;"1";"29";;1411;40;;0;;;;;;;;;;;;;9;78402;0;;;1
143;21;1;"131802";6;"522";"14";"1";"21";4;18,00;1101;0;100100;"1";"ÌØ";"À2";4;"50";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;7;78403;0;;;1
144;21;1;"131802";6;"522";"14";"1";"21";5;17,00;1108;0;100100;"1";"ÌØ";"À2";5;"46";"1";"29";"5";0;0;"5";0;;;;;;;;;;;;;7;78404;0;;;1
145;21;1;"131802";6;"522";"14";"1";"21";6;106,00;1108;0;100100;"1";"ÎÐ";"Â2";5;"360";"1";"29";"5";0;0;;0;;;;;;;;;;;;;8;78405;0;;;1
146;21;1;"131802";6;"522";"14";"1";"21";7;14,00;1108;0;202000;"3";"ÎÐ";"Ñ2";2;"11";"6";"25";"2";0;0;"5";0;;;;;;;;;;;;;9;78406;0;;;1
147;21;1;"131802";6;"522";"14";"1";"21";8;27,00;1108;0;100100;"1";"ÎÐ";"Â2";5;"78";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;78407;0;;;1
148;21;1;"131802";6;"522";"14";"1";"21";9;6,00;1108;0;100100;"1";"ÊÈÑ";"Ñ2";3;"14";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;78408;0;;;1
149;21;1;"131802";6;"522";"14";"1";"21";10;8,00;1108;0;100100;"1";"ÊÈÑ";"Ñ2";3;"22";"1";"29";"3";1435;15;;0;;;;;;;;;;;;;9;78409;0;;;1
150;21;1;"131802";6;"522";"14";"1";"21";11;12,00;1108;0;100200;"1À";"ÊÈÑ";"Ä2";3;"43";"3";"29";"3";1435;20;;0;;;;;;;;;;;;;9;78410;0;;;1
151;21;1;"131802";6;"522";"14";"1";"21";12;15,00;1108;403;100200;"1À";"ÊÈÑ";"Ä2";3;"44";"3";"29";"3";0;0;;0;;;;;;;;;;;;;9;78411;0;;;1
152;21;1;"131802";6;"522";"14";"1";"21";13;13,00;1101;403;100200;"1";"ÊÈÑ";"Ä2";4;"44";"3";"29";"4";0;0;;0;;;;;;;;;;;;;9;78412;0;;;1
153;21;1;"131802";6;"522";"14";"1";"21";14;11,00;1108;403;100200;"1À";"ÊÈÑ";"Ä2";3;"32";"3";"29";"3";0;0;;0;;;;;;;;;;;;;9;78413;0;;;1
154;21;1;"131802";6;"522";"14";"1";"21";15;55,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"160";"1";"29";"3";1435;20;"5";0;;;;;;;;;;;;;9;78414;0;;;1
155;21;1;"131802";6;"522";"14";"1";"21";16;19,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"42";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;78415;0;;;1
156;21;1;"131802";6;"522";"14";"1";"21";17;33,00;1101;0;100100;"1À";"ÎÐ";"Â2";4;"112";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;78416;0;;;1
157;21;1;"131802";6;"522";"14";"1";"21";18;1,00;1101;0;100100;"2";"ÌØ";"À2";4;"2";"1";"29";"4";0;0;;0;;;;;;;;;;;;;7;78417;0;;;1
158;21;1;"131802";6;"522";"14";"1";"21";19;33,00;1108;0;100100;"1";"ÌØ";"À2";5;"102";"1";"29";"5";0;0;;0;;;;;;;;;;;;;7;78418;0;;;1
159;21;1;"131802";6;"522";"14";"1";"21";20;5,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78419;0;;;1
160;21;1;"131802";6;"522";"14";"1";"21";21;8,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78420;0;;;1
161;21;1;"131802";7;"522";"14";"1";"21";1;54,00;1103;403;302600;"1À";"ÊÈÑ";"Ä2";3;"124";"14";"35";"4";1435;40;;3375;"100200";;;;;;;;;;;;9;78421;0;;;1
162;21;1;"131802";7;"522";"14";"1";"21";2;21,00;1108;403;100100;"1À";"ÊÈÑ";"Ñ2";3;"61";"1";"29";"3";1435;15;;0;;;;;;;;;;;;;9;78422;0;;;1
163;21;1;"131802";7;"522";"14";"1";"21";3;2,00;1101;253;804330;"3";"ÎÑ";"Â5";4;;"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;78423;0;;;1
164;21;1;"131802";7;"522";"14";"1";"21";4;6,00;1101;403;302600;"1À";"ÊÈÑ";"Ä2";4;"16";"14";"35";"6";0;0;;0;"100100";;;;;;;;;;;;9;78424;0;;;1
165;21;1;"131802";7;"522";"14";"1";"21";5;4,00;1108;0;100100;"1À";"ÎÐ";"Â2";3;"12";"1";"29";"3";1435;15;;0;;;;;;;;;;;;;9;78425;0;;;1
166;21;1;"131802";7;"522";"14";"1";"21";6;4,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";4;"10";"14";"35";"6";0;0;;0;"100100";;;;;;;;;;;;9;78426;0;;;1
167;21;1;"131802";7;"522";"14";"1";"21";7;42,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";4;"193";"3";"29";"4";1435;20;;0;;;;;;;;;;;;;9;78427;0;;;1
168;21;1;"131802";7;"522";"14";"1";"21";8;13,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";4;"31";"14";"35";"5";0;0;;0;"100100";;;;;;;;;;;;9;78428;0;;;1
169;21;1;"131802";7;"522";"14";"1";"21";9;13,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"46";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;78429;0;;;1
170;21;1;"131802";7;"522";"14";"1";"21";10;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78430;0;;;1
171;21;1;"131802";7;"522";"14";"1";"21";11;4,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78431;0;;;1
172;21;1;"131802";8;"522";"14";"1";"21";1;20,00;1108;0;100100;"1";"ÌØ";"À2";4;"56";"1";"29";"4";0;0;;0;;;;;;;;;;;;;7;78432;0;;;1
173;21;1;"131802";8;"522";"14";"1";"21";2;29,00;1101;0;100100;"1";"ÌØ";"À2";5;"84";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;78433;0;;;1
174;21;1;"131802";8;"522";"14";"1";"21";3;103,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"268";"1";"29";"3";1435;20;;0;;;;;;;;;;;;;9;78434;0;;;1
175;21;1;"131802";8;"522";"14";"1";"21";4;42,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"109";"1";"29";"3";1435;20;"10";0;;;;;;;;;;;;;9;78435;0;;;1
176;21;1;"131802";8;"522";"14";"1";"21";5;87,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"261";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;78436;0;;;1
177;21;1;"131802";8;"522";"14";"1";"21";6;49,00;1101;0;100100;"1";"ÎÐ";"Â2";3;"108";"1";"29";"3";0;0;;0;;;;;;;;;;;;;9;78437;0;;;1
178;21;1;"131802";8;"522";"14";"1";"21";7;15,00;1101;0;100100;"3";"ÄÌ";"À4";4;"30";"1";"29";"4";0;0;"5";0;;;;;;;;;;;;;36;78438;0;;;1
179;21;1;"131802";8;"522";"14";"1";"21";8;6,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78439;0;;;1
180;21;1;"131802";8;"522";"14";"1";"21";9;6,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78440;0;;;1
181;21;1;"131802";9;"522";"14";"1";"21";1;15,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"42";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;78441;0;;;1
182;21;1;"131802";9;"522";"14";"1";"21";2;19,00;1101;0;100100;"1";"ÎÐ";"Â2";4;"65";"1";"29";"4";0;0;;0;;;;;;;;;;;;;9;78442;0;;;1
183;21;1;"131802";9;"522";"14";"1";"21";3;11,00;1101;0;302600;"1";"ÊÈÑ";"Ä2";5;"24";"14";"35";"7";0;0;;0;"100100";;;;;;;;;;;;9;78443;0;;;1
184;21;1;"131802";9;"522";"14";"1";"21";4;30,00;1101;0;100200;"1";"ÊÈÑ";"Ä2";4;"108";"3";"29";"4";0;0;;0;;;;;;;;;;;;;9;78444;0;;;1
185;21;1;"131802";9;"522";"14";"1";"21";5;100,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"290";"1";"29";"3";1435;20;;1470;;;;;;;;;;;;;9;78445;0;;;1
186;21;1;"131802";9;"522";"14";"1";"21";6;27,00;1108;0;100100;"1À";"ÎÐ";"Â2";4;"92";"1";"29";"4";1435;15;;0;;;;;;;;;;;;;9;78446;0;;;1
187;21;1;"131802";9;"522";"14";"1";"21";7;62,00;1108;0;100100;"1";"ÎÐ";"Â2";3;"167";"1";"29";"3";1435;20;;0;;;;;;;;;;;;;9;78447;0;;;1
188;21;1;"131802";9;"522";"14";"1";"21";8;11,00;1101;0;100100;"1";"ÎÐ";"Â2";5;"40";"1";"29";"5";0;0;;0;;;;;;;;;;;;;9;78448;0;;;1
189;21;1;"131802";9;"522";"14";"1";"21";9;3,00;1101;0;100100;"2";"×ÅÐ";"À3";5;"8";"1";"29";"5";0;0;;0;;;;;;;;;;;;;34;78449;0;;;1
190;21;1;"131802";9;"522";"14";"1";"21";10;19,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";2;"10";"3";"29";"2";1431;15;;0;;;;;;;;;;;;;9;78450;0;;;1
191;21;1;"131802";9;"522";"14";"1";"21";11;7,00;1108;0;100200;"1À";"ÎÐ";"Ñ2";3;"21";"3";"29";"3";0;0;;0;;;;;;;;;;;;;9;78451;0;;;1
192;21;1;"131802";9;"522";"14";"1";"21";12;3,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78452;0;;;1
193;21;1;"131802";9;"522";"14";"1";"21";13;6,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78453;0;;;1
194;21;1;"131802";10;"522";"14";"1";"21";1;11,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"36";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78454;0;;;1
195;21;1;"131802";10;"522";"14";"1";"21";2;14,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"43";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78455;0;;;1
196;21;1;"131802";10;"522";"14";"1";"21";3;22,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";5;"77";"1";"29";"5";0;0;"5";0;;;;;;;;;;;;;23;78456;0;;;1
197;21;1;"131802";10;"522";"14";"1";"21";4;13,00;1108;0;100100;"1À";"ÊÈÑ";"Ñ2";4;"51";"1";"29";"4";0;0;;0;;;;;;;;;;;;;23;78457;0;;;1
198;21;1;"131802";10;"522";"14";"1";"21";5;9,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"28";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78458;0;;;1
199;21;1;"131802";10;"522";"14";"1";"21";6;16,00;1201;0;100200;"1";"ÎÐ";"Â2";0;;"3";"29";;1411;30;;3282;;;;;;;;;;;;;23;78459;0;;;1
200;21;1;"131802";10;"522";"14";"1";"21";7;9,00;1101;0;100200;"1À";"ÊÈÑ";"Ä2";5;"33";"3";"29";"5";0;0;"10";0;;;;;;;;;;;;;23;78460;0;;;1
201;21;1;"131802";10;"522";"14";"1";"21";8;41,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";5;"139";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78461;0;;;1
202;21;1;"131802";10;"522";"14";"1";"21";9;28,00;1101;0;304000;"2";"ÎÐ";"Ñ2";4;"20";"15";"43";"3";1701;0;;3211;"100200";;;;;;;;;;;;23;78462;0;;;1
203;21;1;"131802";10;"522";"14";"1";"21";10;19,00;1201;0;100100;"1";"ÎÐ";"Â2";0;;"1";"29";;3282;0;;0;;;;;;;;;;;;;23;78463;0;;;1
204;21;1;"131802";10;"522";"14";"1";"21";11;4,00;2112;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78464;0;;;1
205;21;1;"131802";10;"522";"14";"1";"21";12;15,00;1101;0;304415;"1";"ÊÈÑ";"Ä2";2;"12";"20";"43";"2";1705;50;;3211;"202000";;;;;;;;;;;;23;78465;0;;;1
206;21;1;"131802";10;"522";"14";"1";"21";13;7,00;1101;0;100200;"2";"ÎÐ";"Ñ2";1;"1";"3";"29";"1";0;0;;0;;;;;;;;;;;;;23;78466;0;;;1
207;21;1;"131802";10;"522";"14";"1";"21";14;20,00;1108;0;100100;"1";"ÎÐ";"Â2";1;"6";"1";"29";"1";1425;20;;0;;;;;;;;;;;;;23;78467;0;;;1
208;21;1;"131802";10;"522";"14";"1";"21";15;49,00;1103;0;304000;"1";"ÎÐ";"Ñ2";5;"103";"15";"43";"4";0;0;;0;"100200";;;;;;;;;;;;23;78468;0;;;1
209;21;1;"120800";11;"522";"14";"1";"21";7;58,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";5;"232";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78469;0;;;1
210;21;1;"120800";11;"522";"14";"1";"21";8;3,00;1510;183;302600;"1";"ÎÐ";"Ñ2";0;;"14";"35";;3285;0;;0;"100200";;;;;;;;;;;;23;78470;0;;;1
211;21;1;"120800";11;"522";"14";"1";"21";9;4,00;1101;183;302600;"1";"ÊÈÑ";"Ä2";5;"10";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;78471;0;;;1
212;21;1;"120800";11;"522";"14";"1";"21";10;6,00;1101;183;100100;"1À";"ÊÈÑ";"Ñ2";5;"23";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78472;0;;;1
213;21;1;"120800";11;"522";"14";"1";"21";11;21,00;1101;183;302600;"1";"ÎÐ";"Ñ2";5;"48";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;78473;0;;;1
214;21;1;"120800";11;"522";"14";"1";"21";16;23,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";6;"67";"14";"35";"8";0;0;;0;"100200";;;;;;;;;;;;23;78474;0;;;1
215;21;1;"120800";11;"522";"14";"1";"21";18;2,00;1101;183;302600;"1";"ÊÈÑ";"Ä2";6;"6";"14";"35";"8";0;0;;0;"100200";;;;;;;;;;;;23;78475;0;;;1
216;21;1;"120800";11;"522";"14";"1";"21";19;2,00;1101;183;100100;"1";"ÊÈÑ";"Ñ2";5;"6";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78476;0;;;1
217;21;1;"120800";11;"522";"14";"1";"21";20;16,00;1101;183;304110;"1";"ÑÍ";"Ä3";2;"13";"16";"37";"2";0;0;;0;"100200";;;;;;;;;;;;24;78477;0;;;1
218;21;1;"120800";11;"522";"14";"1";"21";21;6,00;1101;0;304110;"1";"ÑÍ";"Ä3";2;"5";"16";"37";"2";0;0;;0;"100200";;;;;;;;;;;;24;78478;0;;;1
219;21;1;"120800";11;"522";"14";"1";"21";22;2,00;1101;403;304110;"1";"ÑÍ";"Ä3";2;"2";"16";"37";"2";0;0;;0;"100200";;;;;;;;;;;;24;78479;0;;;1
220;21;1;"131802";11;"522";"14";"1";"21";1;20,00;1108;0;100100;"1À";"ÎÐ";"Â2";4;"72";"1";"29";"4";0;0;;0;;;;;;;;;;;;;23;78480;0;;;1
221;21;1;"131802";11;"522";"14";"1";"21";2;32,00;1108;0;100200;"1";"ÎÐ";"Ñ2";2;"54";"3";"29";"2";0;0;;0;;;;;;;;;;;;;23;78481;0;;;1
222;21;1;"131802";11;"522";"14";"1";"21";3;3,00;1510;0;302600;"3";"ÎÑ";"Â5";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;31;78482;0;;;1
223;21;1;"131802";11;"522";"14";"1";"21";4;44,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"145";"1";"29";"5";0;0;"10";0;;;;;;;;;;;;;23;78483;0;;;1
224;21;1;"131802";11;"522";"14";"1";"21";5;62,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"248";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78484;0;;;1
225;21;1;"131802";11;"522";"14";"1";"21";6;23,00;1201;0;100200;"1";"ÊÈÑ";"Ä2";0;;"3";"29";;1411;40;;1414;;;;;;;;;;;;;23;78485;3282;;;1
226;21;1;"131802";11;"522";"14";"1";"21";12;37,00;1101;0;100100;"1À";"ÊÈÑ";"Ñ2";5;"148";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78486;0;;;1
227;21;1;"131802";11;"522";"14";"1";"21";13;55,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"182";"1";"29";"5";1621;0;"5";0;;;;;;;;;;;;;23;78487;0;;;1
228;21;1;"131802";11;"522";"14";"1";"21";14;9,00;1509;0;302600;"1";"ÊÈÑ";"Ä2";0;;"14";"35";;0;0;;0;"100200";"12";"350";"50";"32";;;;;;;;23;78488;0;;;1
229;21;1;"131802";11;"522";"14";"1";"21";15;24,00;1509;0;302600;"1";"ÊÈÑ";"Ä2";0;;"14";"35";;3274;0;;0;"100200";"10";"350";"50";"36";;;;;;;;23;78489;0;;;1
230;21;1;"131802";11;"522";"14";"1";"21";17;8,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"35";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78490;0;;;1
231;21;1;"131802";11;"522";"14";"1";"21";23;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78491;0;;;1
232;21;1;"131802";11;"522";"14";"1";"21";24;4,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78492;0;;;1
233;21;1;"131802";12;"522";"14";"1";"21";1;20,00;1101;0;302600;"1À";"ÊÈÑ";"Ä2";1;"8";"14";"35";"1";1411;20;;0;"100200";;;;;;;;;;;;23;78493;0;;;1
234;21;1;"131802";12;"522";"14";"1";"21";2;8,00;1101;0;304000;"1";"ÊÈÑ";"Ä2";2;"8";"15";"43";"2";0;0;;0;"100200";;;;;;;;;;;;23;78494;0;;;1
235;21;1;"131802";12;"522";"14";"1";"21";3;22,00;1103;0;304000;"1";"ÊÈÑ";"Ä2";5;"63";"15";"43";"4";0;0;;0;"100200";;;;;;;;;;;;23;78495;0;;;1
236;21;1;"131802";12;"522";"14";"1";"21";4;32,00;1108;0;100200;"1";"ÊÈÑ";"Ä2";2;"61";"3";"29";"2";1431;15;;0;;;;;;;;;;;;;23;78496;0;;;1
237;21;1;"131802";12;"522";"14";"1";"21";5;10,00;1101;0;302600;"1";"ÊÈÑ";"Ä2";1;"1";"14";"35";"1";0;0;;0;"100200";;;;;;;;;;;;23;78497;0;;;1
238;21;1;"131802";12;"522";"14";"1";"21";6;4,00;1108;0;100100;"1";"ÎÐ";"Â2";1;"1";"1";"29";"1";0;0;;0;;;;;;;;;;;;;23;78498;0;;;1
239;21;1;"131802";12;"522";"14";"1";"21";7;4,00;1101;253;804330;"4";"ÎÑ";"Â5";4;"1";"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;78499;0;;;1
240;21;1;"131802";12;"522";"14";"1";"21";8;26,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";6;"78";"16";"37";"8";1211;0;;3285;;;;;;;;;;;;;31;78500;0;;;1
241;21;1;"131802";12;"522";"14";"1";"21";9;71,00;1101;0;302600;"1";"ÏÀÏ";"Ñ4";6;"220";"14";"35";"8";1211;0;;3285;;;;;;;;;;;;;31;78501;0;;;1
242;21;1;"131802";12;"522";"14";"1";"21";10;6,00;1101;0;304000;"1À";"ÑÍ";"Ä3";6;"17";"15";"43";"6";1211;0;;3211;"100200";;;;;;;;;;;;24;78502;0;;;1
243;21;1;"131802";12;"522";"14";"1";"21";11;4,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";3;"5";"16";"37";"4";0;0;;0;;;;;;;;;;;;;31;78503;0;;;1
244;21;1;"131802";12;"522";"14";"1";"21";12;5,00;1510;0;302600;"1";"ÊÐ";"Ä4";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;31;78504;0;;;1
245;21;1;"131802";12;"522";"14";"1";"21";13;7,00;1101;253;804330;"4";"ÎÑ";"Â5";4;"1";"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;78505;0;;;1
246;21;1;"131802";12;"522";"14";"1";"21";14;2,00;1101;253;804330;"4";"ÎÑ";"Â5";4;;"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;78506;0;;;1
247;21;1;"131802";12;"522";"14";"1";"21";15;22,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";3;"44";"16";"37";"4";0;0;;0;;;;;;;;;;;;;31;78507;0;;;1
248;21;1;"131802";12;"522";"14";"1";"21";16;27,00;1101;0;304110;"2";"ÒÀÂ";"Ñ4";6;"78";"16";"37";"7";1211;0;;3285;;;;;;;;;;;;;31;78508;0;;;1
249;21;1;"131802";12;"522";"14";"1";"21";17;11,00;2507;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78509;0;;;1
250;21;1;"131802";12;"522";"14";"1";"21";18;5,00;1510;0;302600;"2";"ÏÀÏ";"Ñ4";0;;"14";"35";;3285;0;;0;"302600";;;;;;;;;;;;31;78510;0;;;1
251;21;1;"131802";12;"522";"14";"1";"21";19;54,00;1101;0;302600;"1";"ÏÀÏ";"Ñ4";3;"65";"14";"35";"3";0;0;;0;;;;;;;;;;;;;31;78511;0;;;1
252;21;1;"131802";12;"522";"14";"1";"21";20;27,00;1101;0;302600;"2";"ÏÀÏ";"Ñ4";4;"38";"14";"35";"6";0;0;;0;;;;;;;;;;;;;31;78512;0;;;1
253;21;1;"131802";12;"522";"14";"1";"21";21;10,00;1510;0;304110;"1";"ÏÀÏ";"Ñ4";0;;"16";"37";;3285;0;;0;"304110";;;;;;;;;;;;31;78513;0;;;1
254;21;1;"131802";12;"522";"14";"1";"21";22;2,00;2310;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78514;0;;;1
255;21;1;"131802";12;"522";"14";"1";"21";23;2,00;2305;0;0;;;;0;;;;;0;0;;0;;;;;;;;;;;;;0;78515;0;;;1
256;21;1;"120800";13;"522";"14";"1";"21";3;27,00;1101;0;304000;"1À";"ÊÈÑ";"Ä2";7;"97";"15";"43";"8";0;0;;0;"100200";;;;;;;;;;;;23;78516;0;;;1
257;21;1;"120800";13;"522";"14";"1";"21";4;16,00;1101;0;100100;"1";"ÊÈÑ";"Ñ2";5;"46";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78517;0;;;1
258;21;1;"120800";13;"522";"14";"1";"21";5;3,00;1101;183;100100;"1";"ÊÈÑ";"Ñ2";5;"8";"1";"29";"5";0;0;;0;;;;;;;;;;;;;23;78518;0;;;1
259;21;1;"120800";13;"522";"14";"1";"21";6;17,00;1101;183;302600;"1À";"ÊÈÑ";"Ä2";5;"49";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;78519;0;;;1
260;21;1;"120800";13;"522";"14";"1";"21";9;5,00;1101;183;302600;"1À";"ÊÈÑ";"Ä2";5;"14";"14";"35";"7";0;0;;0;"100200";;;;;;;;;;;;23;78520;0;;;1
261;21;1;"120800";13;"522";"14";"1";"21";10;23,00;1101;183;302600;"1";"ÎÐ";"Ñ2";4;"48";"14";"35";"5";0;0;;0;"100200";;;;;;;;;;;;23;78521;0;;;1
262;21;1;"120800";13;"522";"14";"1";"21";11;7,00;1101;183;304110;"1";"ÏÀÏ";"Ñ4";3;"10";"16";"37";"3";0;0;;0;;;;;;;;;;;;;31;78522;0;;;1
263;21;1;"120800";13;"522";"14";"1";"21";12;8,00;1101;0;304110;"1";"ÏÀÏ";"Ñ4";3;"11";"16";"37";"3";0;0;;0;;;;;;;;;;;;;31;78523;0;;;1
264;21;1;"120800";13;"522";"14";"1";"21";13;5,00;1101;253;804330;"4";"ÎÑ";"Â5";4;;"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;78524;0;;;1
265;21;1;"120800";13;"522";"14";"1";"21";17;62,00;1101;0;100200;"1";"ÏÀÏ";"Ñ4";3;"124";"3";"29";"3";0;0;;0;;;;;;;;;;;;;31;78525;0;;;1
266;21;1;"120800";13;"522";"14";"1";"21";18;31,00;1101;183;304110;"1";"ÏÀÏ";"Ñ4";3;"59";"16";"37";"4";0;0;;0;;;;;;;;;;;;;31;78526;0;;;1
267;21;1;"120800";13;"522";"14";"1";"21";19;22,00;1101;183;304110;"1";"ÏÀÏ";"Ñ4";3;"24";"16";"37";"3";0;0;;0;;;;;;;;;;;;;31;78527;0;;;1
268;21;1;"120800";13;"522";"14";"1";"21";22;6,00;1101;0;302600;"2";"ÎÑ";"Â5";3;"9";"14";"35";"4";0;0;;0;;;;;;;;;;;;;31;78528;0;;;1
269;21;1;"120800";13;"522";"14";"1";"21";23;5,00;1101;253;804330;"4";"ÎÑ";"Â5";4;"1";"24";"77";"3";0;0;;0;;;;;;;;;;;;;33;78529;0;;;1
270;21;1;"120800";13;"522";"14";"1";"21";24;3,00;1101;183;302600;"2";"ÎÑ";"Â5";3;"1";"14";"35";"3";0;0;;0;;;;;;;;;;;;;31;78530;0;;;1
